pgc,objtype,objname,alt_names,ra_deg,dec_deg,ra_readable,dec_readable,major_arcmin,minor_arcmin,axis_ratio_a_over_b,bt_mag,vt_mag,modbest,e_modbest,distance_mly
60595,G,IC4656,"2MASXJ17374387-6343466,2MFGC13952,AGC031690,ESO102-010,ESOLV1020100,HIPASSJ1738-63,IC4656,IRAS17329-6341,PGC060595",264.433,-63.730,17h 37m 43.88s,"-63° 43' 46.67""",2.65,0.57,4.62,13.75,,34.09,0.24,214.80
60001,G,NGC6300,"2MASXJ17165947-6249139,2MIG2363,AGC031630,ESO101-025,ESOLV1010250,HIPASSJ1716-62,IRAS17123-6245,NGC6300,PGC060001,VV734",259.247,-62.820,17h 16m 59.37s,"-62° 49' 12.65""",5.33,3.40,1.57,10.96,10.27,30.15,0.09,34.95
59742,G,NGC6340,"2MASXJ17102496+7218156,CGCG339-031,MCG+12-16-023,NGC6340,PGC059742,SDSSJ171024.84+721815.9,UGC10762,UZC171118+72210",257.604,72.304,17h 10m 24.90s,"+72° 18' 15.80""",3.04,2.88,1.05,11.97,11.11,31.75,0.71,73.15
61814,G,ESO280-013,"2MASXJ18231787-4308330,2MFGC14380,AGC031899,ESO280-013,HIPASSJ1823-43,IRAS18197-4309,IRAS18197-4310,PGC061814",275.824,-43.143,18h 23m 17.86s,"-43° 08' 33.16""",3.22,0.57,5.69,,,34.69,0.18,283.16
61123,G,NGC6500,"2MASXJ17555979+1820178,CGCG113-008,IRAS17537+1820,KPG526A,LGG414:[G93]003,MCG+03-46-003,NGC6500,NPM1G+18.0528,PGC061123,UGC11048,UZC175348+18210",268.999,18.338,17h 55m 59.79s,"+18° 20' 17.87""",2.08,1.65,1.26,13.03,12.54,33.36,0.34,153.12
61582,G,NGC6621,"2MASXJ18125527+6821484,2MASXJ18125540+6821479,7ZW778,ARP081:,CGCG322-036:,IRAS18131+6820,KAZ194,KPG534A,MCG+11-22-030,NGC6621,PGC061582,UGC11175:,VV247:,UZC181312+68200",273.230,68.363,18h 12m 55.27s,"+68° 21' 48.40""",2.15,0.87,2.45,13.41,,34.88,0.17,308.76
61750,G,IC4696,"2MASXJ18201792-6444025,6dFJ1820179-644403,AGC031871,ESO103-013,ESOLV1030130,HIPASSJ1820-64,IC4696,IRAS18153-6445,LGG422:[G93]001,PGC061750",275.075,-64.734,18h 20m 17.91s,"-64° 44' 02.90""",2.36,0.75,3.16,13.48,,34.07,0.24,212.83
61669,G,IC4682,"2MASXJ18162565-7134527,6dFJ1816257-713453,AGC031845,ESO071-005,ESOLV0710050,FAIR0493,HIPASSJ1816-71,IC4682,IRAS18105-7135,LGG420:[G93]001,PGC061669",274.107,-71.581,18h 16m 25.68s,"-71° 34' 52.85""",2.21,1.51,1.46,13.22,,33.44,0.32,158.86
62030,G,IC4720,"AGC031955,ESO140-025,ESOLV1400250,HIPASSJ1832-58,IC4720,IRAS18291-5826,PGC062030,PGC379565",278.386,-58.407,18h 33m 32.64s,"-58° 24' 23.68""",2.75,0.88,3.13,13.37,,32.25,0.56,92.09
62346,G,ESO140-043,"2MASXJ18445400-6221532,6dFJ1844540-622153,AGC032068,ESO140-043,ESOLV1400430,FAIR0051,HIPASSJ1845-62,IRAS18401-6225,PGC062346,PGC093545",281.225,-62.365,18h 44m 53.97s,"-62° 21' 52.91""",2.16,0.81,2.65,14.64,14.07,33.84,0.27,191.61
62528,G,IC4785,"2MASXJ18525522-5915196,2MIG2572,6dFJ1852552-591520,ESO141-009,ESOLV1410090,HIPASSJ1852-59,IC4785,IRAS18484-5918,IRAS18485-5919,PGC062528",283.230,-59.255,18h 52m 55.22s,"-59° 15' 19.37""",3.12,1.60,1.95,13.11,,33.52,0.31,164.60
1851,G,NGC0134,"2MASXJ00302189-3314432,6dFJ0030219-331438,AGC020329,DUKST350-001,ESO350-023,ESOLV3500230,HIPASSJ0030-33,IRAS00278-3331,LGG007:[G93]003,MCG-06-02-012,NGC0134,PGC001851",7.591,-33.244,00h 30m 21.90s,"-33° 14' 38.61""",8.38,1.79,4.68,11.18,10.31,31.28,0.23,58.75
62453,G,NGC6684,"2MASXJ18485789-6510244,6dFJ1848579-651024,ESO104-016,ESOLV1040160,NGC6684,PGC062453",282.241,-65.173,18h 48m 57.88s,"-65° 10' 24.40""",4.15,2.92,1.42,11.31,10.50,30.70,0.24,44.96
62836,G,NGC6744,"2MASXJ19094609-6351271,AGC032316,ESO104-042,ESOLV1040420,HIPASSJ1909-63A,IRAS19050-6354,NGC6744,PGC062836",287.442,-63.857,19h 09m 46.05s,"-63° 51' 26.90""",15.67,9.75,1.61,9.14,9.25,29.80,0.10,29.81
62935,G,NGC6758,"2MASXJ19135231-5618356,ESO184-037,ESOLV1840370,LGG426:[G93]003,NGC6758,PGC062935",288.468,-56.309,19h 13m 52.29s,"-56° 18' 34.16""",2.75,2.12,1.29,12.61,11.39,33.44,0.33,158.86
63620,G,IC4889,"2MASXJ19451516-5420389,6dFJ1945152-542039,ESO185-014,ESOLV1850140,HIPASSJ1945-54,IC4889,IC4891,PGC063620,PGC063621",296.313,-54.344,19h 45m 15.18s,"-54° 20' 39.11""",2.92,2.38,1.23,12.06,11.22,32.35,0.15,96.48
63545,G,NGC6814,"2MASXJ19424057-1019255,6dFJ1942406-101925,AGC590025,HIPASSJ1942-10,IRAS19399-1026,MCG-02-50-001,NGC6814,PGC063545",295.669,-10.324,19h 42m 40.57s,"-10° 19' 25.31""",3.08,0.74,4.17,12.10,11.32,31.92,0.66,78.82
63173,G,ESO397-018,"2MASXJ19241075-3510366,2MFGC14915,6dFJ1924108-351056,AGC032507,ESO397-018,FGCE1374,IRAS19208-3517,PGC063173,RFGC3471",291.045,-35.181,19h 24m 10.84s,"-35° 10' 51.82""",2.17,0.24,8.85,15.20,,34.37,0.17,243.46
63161,G,ESO184-063,"2MASXJ19234024-5503564,2MFGC14911,6dFJ1923402-550356,AGC032499,ESO184-063,ESOLV1840630,HIPASSJ1923-55,IRAS19196-5509,PGC063161",290.918,-55.066,19h 23m 40.21s,"-55° 03' 56.42""",2.61,0.36,7.19,14.77,,33.25,0.35,145.42
63616,G,NGC6822,"2MASXJ19445619-1447512,BARNARD_GALAXY,DDO209,HIPASSJ1944-14,IC4895,IRAS19421-1455,MCG-02-50-006,NGC6822,PGC063616",296.237,-14.800,19h 44m 56.98s,"-14° 48' 01.23""",15.42,14.86,1.04,9.36,10.05,23.32,0.02,1.50
64044,G,NGC6851,"2MASXJ20033440-4817042,6dFJ2003344-481704,ESO233-021,ESOLV2330210,LGG430:[G93]001,NGC6851,PGC064044",300.893,-48.285,20h 03m 34.37s,"-48° 17' 04.24""",2.19,1.72,1.27,12.69,11.84,32.86,0.18,121.85
64192,G,NGC6868,"2MASXJ20095408-4822462,6dFJ2009541-482246,ESO233-039,ESOLV2330390,LGG430:[G93]004,NGC6868,NGC6868:[CMI2006]F01-4001,PGC064192,PGC487967",302.475,-48.380,20h 09m 54.04s,"-48° 22' 46.22""",3.58,3.13,1.14,11.66,10.59,32.34,0.46,95.68
64725,G,NGC6909,"2MASXJ20273886-4701373,2MIG2786,ESO285-012,ESOLV2850120,NGC6909,PGC064725,PGC507592",306.912,-47.027,20h 27m 38.93s,"-47° 01' 37.24""",2.37,1.30,1.82,12.64,11.99,32.76,0.15,115.99
65600,G,IC5063,"2MASXJ20520232-5704076,6dFJ2052023-570408,ESO187-023,ESOLV1870230,IC5063,IRAS20481-5715,IRAS20482-5715,MRC2048-572,PGC065600",313.010,-57.069,20h 52m 02.33s,"-57° 04' 07.79""",2.69,1.91,1.41,12.97,12.45,33.33,0.34,151.16
65258,G,IC5007,"2MASXJ20433447-2942131,6dFJ2043345-294213,AGC033741,ESO463-021,ESOLV4630210,HIPASSJ2043-29,IC5007,IC5041,IC5047,IRAS20405-2953,MCG-05-49-002,PGC065258",310.893,-29.704,20h 43m 34.32s,"-29° 42' 14.40""",2.31,1.45,1.60,13.10,12.55,32.67,0.22,111.54
65960,G,IC5078,"2MASXJ21023127-1649058,2MFGC15935,6dFJ2102312-164905,AGC600179,HIPASSJ2102-16,IC5078,IRAS20597-1701,MCG-03-53-021,PGC065960,PGC893076,UGCA419",315.630,-16.818,21h 02m 31.20s,"-16° 49' 05.01""",3.24,0.56,5.75,13.52,12.65,31.54,0.25,66.16
67557,G,NGC7144,"2MASXJ21524246-4815142,6dFJ2152425-481514,ESO237-011,ESOLV2370110,LGG448:[G93]001,NGC7144,PGC067557",328.177,-48.254,21h 52m 42.48s,"-48° 15' 14.08""",3.40,3.19,1.07,11.69,11.00,31.93,0.12,79.22
67583,G,NGC7145,"2MASXJ21532023-4752569,6dFJ2153202-475257,ESO237-013,ESOLV2370130,LGG448:[G93]002,NGC7145,PGC067583",328.334,-47.883,21h 53m 20.21s,"-47° 52' 57.22""",2.95,0.76,3.89,12.03,11.12,31.85,0.20,76.32
67839,G,NGC7171,"2MASXJ22010200-1316108,6dFJ2201020-131611,AGC610149,HIPASSJ2200-13,IRAS21583-1330,MCG-02-56-005,NGC7171,PGC067839,PGC191068",330.258,-13.270,22h 01m 01.98s,"-13° 16' 10.95""",2.37,1.22,1.95,13.05,12.35,33.20,0.10,142.18
68057,G,NGC7192,"2MASXJ22065017-6418583,6dFJ2206502-641859,ESO108-012,ESOLV1080120,LGG452:[G93]002,NGC7192,PGC068057",331.709,-64.316,22h 06m 50.14s,"-64° 18' 58.35""",2.66,2.54,1.05,12.20,11.28,32.88,0.25,122.98
68199,G,NGC7218,"2MASXJ22101171-1639395,2MIG3008,6dFJ2210117-163940,AGC620014,HIPASSJ2210-16,IRAS22074-1654,MCG-03-56-008,NGC7218,PGC068199",332.549,-16.661,22h 10m 11.75s,"-16° 39' 40.22""",2.55,1.06,2.40,12.40,11.91,32.00,0.10,81.78
68349,G,ESO404-045,"2MASXJ22140957-3314078,2MFGC16771,6dFJ2214096-331408,AGC035178,ESO404-045,ESOLV4040450,FGCE1719,HIPASSJ2214-33,PGC068349,PGC191666,RFGC3904",333.540,-33.236,22h 14m 09.61s,"-33° 14' 07.93""",2.17,0.48,4.52,15.27,,33.93,0.26,199.26
69040,G,NGC7300,"2MASXJ22305991-1400127,6dFJ2230599-140013,AGC620087,IRAS22283-1415,LGG458:[G93]003,MCG-02-57-011,NGC7300,PGC069040,PGC930291",337.750,-14.004,22h 30m 59.91s,"-14° 00' 12.94""",2.06,0.80,2.58,13.58,12.83,34.26,0.22,232.29
69678,G,ESO603-012,"2MASXJ22460544-1924550,2MFGC17127,6dFJ2246054-192455,AGC035668,ESO603-012,ESOLV6030120,HIPASSJ2246-19,LGG463:[G93]006,MCG-03-58-002,PGC069678,2MASXIJ2246055-192455,LCSB_L796O",341.523,-19.415,22h 46m 05.43s,"-19° 24' 55.16""",2.14,0.46,4.68,14.76,,33.16,0.37,139.71
69364,G,NGC7339,"2MASXJ22374688+2347120,2MFGC17041,ADBSJ223744+2347,AGC012122,AGESJ223746+234712,CGCG474-013,KPG570B,MCG+04-53-009,NGC7339,PGC069364,UGC12122,UZC223524+23310",339.446,23.787,22h 37m 47.05s,"+23° 47' 12.21""",3.21,0.95,3.39,13.10,12.24,31.70,0.25,71.32
69539,G,NGC7361,"2MASXJ22421841-3003190,2MFGC17088,AGC035608,DUKST468-001,ESO468-023,ESOLV4680230,HIPASSJ2242-30,IC5237,IRAS22395-3019,MCG-05-53-027,NGC7361,PGC069539,PGC722021,UGCA434",340.577,-30.055,22h 42m 18.43s,"-30° 03' 18.85""",3.14,0.85,3.71,12.88,12.35,30.91,0.26,49.48
69887,G,NGC7392,"2MASXJ22514874-2036292,6dFJ2251487-203629,AGC035733,ESO603-022,ESOLV6030220,HIPASSJ2251-20B,IRAS22491-2052,LGG463:[G93]008,MCG-04-53-040,NGC7392,PGC069887",342.953,-20.608,22h 51m 48.74s,"-20° 36' 29.37""",2.21,1.21,1.84,12.59,11.84,33.11,0.09,136.53
69759,G,ESO346-001,"2MASXJ22483384-3938564,2MFGC17154,6dFJ2248338-393856,AGC035698,ESO346-001,ESOLV3460010,FGCE1780,IRAS22457-3954,LGG461:[G93]003,MCG-07-46-011,PGC069759,RFGC4005",342.141,-39.649,22h 48m 33.86s,"-39° 38' 56.07""",2.16,0.34,6.41,14.72,,32.74,0.29,115.46
71029,G,NGC7600,"2MASXJ23185385-0734495,6dFJ2318539-073450,MCG-01-59-019,NGC7600,PGC071029",349.725,-7.581,23h 18m 53.90s,"-07° 34' 49.89""",2.09,0.99,2.10,12.91,11.95,33.46,0.32,160.78
70708,G,UGC12423,"2MASXJ23131319+0625487,2MFGC17415,AGC012423,CGCG406-021,FGC2469,HIPASSJ2313+06B,MCG+01-59-013,PGC070708,RFGC4081,UGC12423,UZC231036+06080",348.305,6.430,23h 13m 13.14s,"+06° 25' 49.10""",3.01,0.34,8.83,14.54,13.56,34.26,0.22,232.29
70795,G,NGC7541,"2MASXJ23144385+0432020,2MFGC17438,AGC012447,CGCG406-030,HIPASSJ2314+04,IRAS23121+0415,KPG578B,MCG+01-59-017,NGC7541,PGC070795,UGC12447,UZC231212+04150,SDSSJ231443.89+043202.6",348.683,4.534,23h 14m 43.86s,"+04° 32' 02.36""",3.03,1.00,3.02,12.48,11.76,32.90,0.05,124.23
70874,G,NGC7562,"2MASXJ23155750+0641149,AGC012464,CGCG406-039,LGG473:[G93]003,MCG+01-59-024,NGC7562,PGC070874,UGC12464,UZC231324+06240",348.989,6.687,23h 15m 57.47s,"+06° 41' 14.52""",2.18,1.59,1.37,12.62,11.55,33.54,0.31,166.50
71031,G,NGC7590,"2MASXJ23185483-4214206,6dFJ2318548-421421,AGC036005,ESO347-033,ESOLV3470330,HIPASSJ2318-42A,IRAS23161-4230,LGG472:[G93]005,MCG-07-47-030,NGC7582:[ZM98]0001,NGC7590,PGC071031",349.728,-42.239,23h 18m 54.76s,"-42° 14' 20.78""",3.02,1.24,2.43,12.09,12.34,31.95,0.05,80.06
71140,G,NGC7626,"2MASXJ23204252+0813014,CGCG406-076,GIN799,LAMOSTJ232042.54+081300.9,LGG473:[G93]007,MCG+01-59-057,NGC7626,PGC071140,UGC12531,UZC231812+07560",350.177,8.217,23h 20m 42.53s,"+08° 13' 01.19""",2.50,2.10,1.19,12.18,11.12,33.25,0.10,145.96
71868,G,NGC7714,"2MASXJ23361409+0209180,AGC012699,ARP284:,CGCG381-011,IRAS23336+0152,KPG587A,LGG479:[G93]002,MCG+00-60-017,MRK0538,NGC7714,PGC071868,UGC12699,UM167,VV051:,UZC233342+01530",354.059,2.155,23h 36m 14.12s,"+02° 09' 18.08""",2.18,1.58,1.37,12.98,13.61,33.04,0.39,132.02
71866,G,NGC7713,"2MASXJ23361515-3756221,6dFJ2336152-375622,AGC036164,DUKST347-001,ESO347-028,ESOLV3470280,HIPASSJ2336-37A,LGG478:[G93]002,MCG-06-51-013,NGC7713,PGC071866,[WOC2017]24",354.062,-37.938,23h 36m 14.99s,"-37° 56' 17.51""",4.91,2.13,2.30,11.49,11.18,29.88,0.27,30.85
72060,G,NGC7727,"2MASXJ23395386-1217348,6dFJ2339538-121734,ARP222,LGG480:[G93]003,MCG-02-60-008,NGC7727,PGC072060,VV067",354.974,-12.293,23h 39m 53.83s,"-12° 17' 34.01""",3.62,2.75,1.32,11.57,10.64,32.07,0.61,84.49
725,G,ESO241-021,"2MASXJ00101996-4625097,2MFGC00137,AGC020117,ESO241-021,ESOLV2410210,HIPASSJ0010-46,PGC000725",2.583,-46.419,00h 10m 19.97s,"-46° 25' 09.59""",2.37,0.63,3.74,14.20,,34.66,0.18,279.14
72638,G,NGC7771,"2MASXJ23512488+2006425,CGCG455-058,IRAS23488+1949,IRAS23488+1950,KAZ348,KPG592B,KUG2348+198C,LGG483:[G93]002,MCG+03-60-035,NGC7771,PGC072638,UGC12815,UZC234854+19500,AGC012815",357.854,20.112,23h 51m 24.93s,"+20° 06' 43.03""",2.51,1.24,2.01,12.94,12.11,34.01,0.25,207.03
1952,G,ESO079-003,"2MASXJ00320213-6415124,2MFGC00373,AGC020362,ESO079-003,ESOLV0790030,HIPASSJ0032-64,IRAS00297-6431,PGC001952",8.009,-64.253,00h 32m 02.11s,"-64° 15' 12.19""",2.96,0.47,6.34,13.79,12.99,32.64,0.30,110.11
38643,G,NGC4138,"2MASXJ12092978+4341071,CGCG215-037,LGG269:[G93]008,MCG+07-25-035,NGC4138,NIBLES1537,PGC038643,UGC07139,UZC120700+43570",182.374,43.685,12h 09m 29.77s,"+43° 41' 06.98""",2.85,1.71,1.67,12.29,11.80,30.70,0.25,45.02
27982,G,NGC2992,"2MASXJ09454204-1419348,6dFJ0945420-141935,ARP245:,HIPASSJ0945-14B,IRAS09432-1405,MCG-02-25-014,NGC2992,PGC027982",146.425,-14.326,09h 45m 42.04s,"-14° 19' 34.95""",2.92,0.69,4.23,13.06,13.10,32.51,0.50,103.47
11887,G,NGC1241,"2MASXJ03111463-0855197,6dFJ0311146-085519,AGC430082,ARP304:,HIPASSJ0311-08,IRAS03088-0906,LGG084:[G93]003,MCG-02-09-011,NGC1241,PGC011887,VV334:",47.811,-8.922,03h 11m 14.63s,"-08° 55' 19.48""",2.70,1.50,1.80,13.03,12.63,33.76,0.28,183.83
28517,G,NGC3044,"2MASXJ09534088+0134467,2MFGC07660,AGC005311,CGCG007-056,FGC0965,HIPASSJ0953+01,IRAS09510+0148,IRAS09511+0148,MCG+00-25-031,NGC3044,PGC028517,RFGC1654,UGC05311,UZC095106+01480,HIPEQJ0953+01",148.420,1.580,09h 53m 40.89s,"+01° 34' 46.53""",4.20,0.70,6.03,12.47,11.94,31.63,0.25,69.03
50782,G,NGC5506,"2MASSJ14131487-0312276,2MASXJ14131490-0312272,2MFGC11533,AGC540048,CGCG018-081,EGISJ141314.9-031227,EONJ213.312-03.208,IRAS14106-0258,KPG419A,LGG377:[G93]002,MCG+00-36-028,MRK1376,NGC5506,PGC050782,SDSSJ141314.88-031227.3,SDSSJ141314.88-031227.4,UGCA387,UZC141042-02590",213.312,-3.208,14h 13m 14.87s,"-03° 12' 27.33""",2.86,0.76,3.78,12.80,12.56,32.25,0.57,92.05
70734,G,UGC12430,"2MASXJ23134338+2900386,2MFGC17420,AGC012430,CGCG496-058,FGC2471,MCG+05-54-049,PGC070734,RFGC4083,UGC12430,[BTW2003]J2313+2900,UZC231118+28440",348.431,29.011,23h 13m 43.40s,"+29° 00' 38.48""",2.05,0.32,6.32,14.79,,33.47,0.22,161.37
68617,G,UGC11994,"2MASXJ22205312+3317433,2MFGC16836,CGCG494-015,FGC2385,IRAS22186+3302,MCG+05-52-012,PGC068617,RFGC3926,UGC11994,[RC2]A2218+33,UZC221836+33030,AGC011994",335.221,33.295,22h 20m 53.09s,"+33° 17' 43.09""",2.10,0.29,7.33,14.89,,34.04,0.04,209.62
25640,G,NGC2742,"2MASXJ09073352+6028454,CGCG288-019,IRAS09036+6040,LGG167:[G93]002,MCG+10-13-057,NGC2742,NGC2816,PGC025640,SDSSJ090733.57+602846.0,SDSSJ090733.57+602846.4,SDSSJ090733.58+602846.0,UGC04779,UZC090336+60400",136.890,60.479,09h 07m 33.56s,"+60° 28' 45.97""",2.86,1.49,1.93,12.08,11.49,31.61,0.25,68.43
7847,G,NGC0801,"2MASXJ02034484+3815312,CGCG522-106,IRAS02007+3801,MCG+06-05-079,NGC0801,PGC007847,UGC01550,UZC020042+38010",30.937,38.259,02h 03m 44.95s,"+38° 15' 31.93""",2.76,0.59,4.66,13.94,13.07,34.46,0.44,254.70
42637,G,NGC4631,"2MASXJ12420774+3232350,2MASXJ12420800+3232294,AGC007865,ARP281:,CGCG188-016,EGISJ124207.7+323229,EONJ190.533+32.541,IRAS12396+3249,KPG350A,KUG1239+328B,LGG291:[G93]005,MCG+06-28-020,NGC4631,PGC042637,SDSSJ124207.85+323240.5,UGC07865,WSRT-CVN64,UZC123942+32490",190.533,32.543,12h 42m 07.84s,"+32° 32' 33.06""",14.45,2.20,6.58,9.47,9.24,29.33,0.02,23.97
62178,G,NGC6674,"2MASXJ18383388+2522303,2MIG2530,CGCG143-008,CGMW5-06149,HIPASSJ1838+25,IRAS18365+2519,MCG+04-44-007,NGC6674,PGC062178,UGC11308,UZC183630+25200",279.641,25.375,18h 38m 33.85s,"+25° 22' 30.23""",4.01,2.04,1.96,12.91,12.07,33.66,0.23,176.13
38361,G,NGC4096,"2MASXJ12060116+4728420,2MFGC09507,CGCG243-043,IRAS12034+4745,LGG269:[G93]012,MCG+08-22-067,NGC4096,PGC038361,SDSSJ120601.13+472842.3,SDSSJ120601.14+472842.3,SDSSJ120601.14+472842.4,SDSSJ120601.14+472842.5,UGC07090,UZC120324+47450",181.505,47.478,12h 06m 01.14s,"+47° 28' 42.43""",5.65,1.43,3.96,11.10,10.57,30.39,0.25,39.12
40245,G,NGC4340,"2MASXJ12233531+1643199,CGCG099-036,EVCC2089,LGG292:[G93]036,MCG+03-32-021,NGC4340,PGC040245,SDSSJ122335.28+164320.4,UGC07467,VCC0654,UZC122106+17000,ACSVCS023",185.897,16.722,12h 23m 35.32s,"+16° 43' 20.57""",2.82,1.79,1.57,12.08,11.15,30.86,0.41,48.53
27885,G,NGC2986,"2MASXJ09441604-2116418,6dFJ0944160-211641,ESO566-005,ESOLV5660050,MCG-03-25-019,NGC2986,PGC027885,UGCA178",146.067,-21.278,09h 44m 16.02s,"-21° 16' 41.57""",4.26,3.43,1.24,11.69,10.64,32.66,0.04,110.92
37063,G,NGC3921,"1ZW028,2MASXJ11510686+5504433,ARP224,CGCG268-095,CGCG269-007,IRAS11484+5521,KUG1148+553,MCG+09-20-009,MRK0430,NGC3921,PGC037063,SBS1148+553,SDSSJ115106.87+550443.4,UGC06823,VV031,UZC114830+55210",177.779,55.079,11h 51m 06.88s,"+55° 04' 43.31""",2.02,1.20,1.68,13.17,12.49,34.74,0.18,289.09
23404,G,NGC2563,"2MASXJ08203567+2104042,CGCG119-065,LGG158:[G93]005,MCG+04-20-033,NGC2563,NGC2563:[ZM98]0001,NIBLES0630,PGC023404,SDSSJ082035.68+210404.0,SDSSJ082035.69+210404.1,UGC04347,UZC081742+21140",125.149,21.068,08h 20m 35.69s,"+21° 04' 04.21""",2.02,1.68,1.21,13.34,12.31,34.07,0.24,212.92
40240,G,NGC4339,"2MASXJ12233494+0604541,CGCG042-068,EVCC2088,LGG289:[G93]026,MCG+01-32-036,NGC4339,PGC040240,SDSSJ122334.93+060454.4,UGC07461,VCC0648,UZC122100+06210",185.896,6.082,12h 23m 34.94s,"+06° 04' 54.35""",2.32,2.20,1.06,12.32,11.41,31.06,0.18,53.07
40950,G,NGC4442,"2MASXJ12280389+0948130,CGCG070-100,EVCC0681,LGG288:[G93]001,MCG+02-32-068,NGC4442,PGC040950,SDSSJ122803.87+094813.5,SDSSJ122803.88+094813.3,UGC07583,VCC1062,[RG2008]J187.01618+09.80371,UZC122530+10050,ACSVCS014",187.016,9.804,12h 28m 03.88s,"+09° 48' 13.31""",4.32,1.61,2.67,11.32,10.60,30.90,0.05,49.32
49356,G,NGC5353,"2MASXJ13532674+4016592,CGCG219-018,HCG068A,LGG363:[G93]002,MCG+07-29-010,NGC5353,NIBLES1962,PGC049356,SDSSJ135326.72+401659.4,UGC08813,UZC135124+40310",208.361,40.283,13h 53m 26.73s,"+40° 16' 59.32""",2.37,1.18,2.01,11.99,11.02,32.80,0.44,118.69
41968,G,NGC4552,"2MASXJ12353988+1233217,CGCG070-184,EVCC2176,M89,MCG+02-32-149,MESSIER089,NGC4552,PGC041968,SDSSJ123539.80+123322.8,UGC07760,VCC1632,[RG2008]J188.91587+12.55634,[TH2002]009,UZC123306+12500,ACSVCS010",188.916,12.556,12h 35m 39.85s,"+12° 33' 22.47""",8.13,8.00,1.02,10.68,10.08,30.98,0.05,51.15
54111,G,NGC5864,"2MASXJ15093354+0303098,CGCG049-015,LGG393:[G93]006,MCG+01-39-002,NGC5846:[MTT2005]299,NGC5864,NIBLES2283,PGC054111,SDSSJ150933.56+030309.9,UGC09740,UZC150700+03150",227.390,3.053,15h 09m 33.58s,"+03° 03' 09.86""",2.49,0.77,3.26,12.72,,32.25,0.56,92.09
40375,G,NGC4365,"2MASXJ12242822+0719030,CGCG042-083,EVCC0518,GIN777,LGG289:[G93]029,MCG+01-32-048,NGC4365,PGC040375,SDSSJ122428.25+071904.0,UGC07488,VCC0731,UZC122154+07350,ACSVCS007",186.117,7.317,12h 24m 28.06s,"+07° 19' 00.29""",5.12,3.66,1.40,10.50,9.43,31.81,0.05,74.96
19222,G,UGC03474,"2MASXJ06323760+7133394,2MFGC05237,2MIG0856,CGCG329-032,CGCG330-006,FGC0569,IRAS06267+7135,KIG0171,MCG+12-07-006,PGC019222,RFGC1102,UGC03474",98.157,71.561,06h 32m 37.59s,"+71° 33' 39.04""",2.11,0.44,4.85,15.49,,33.64,0.25,174.67
20592,G,NGC2357,"2MASXJ07174098+2321242,2MFGC05811,2MIG0959,CGCG116-046,FGC0619,HIPASSJ0717+23,IRAS07146+2326,IRAS07146+2327,MCG+04-17-014,NGC2357,PGC020592,RFGC1194,UGC03782,UZC071436+23270",109.421,23.357,07h 17m 40.97s,"+23° 21' 24.09""",3.22,0.48,6.68,14.46,,32.46,0.23,101.44
29472,G,UGC05459,"2MASXJ10081007+5305005,2MFGC07843,2MIG1393,CGCG266-024,FGC1017,IRAS10049+5319,LGG188:[G93]004,MCG+09-17-027,PGC029472,RFGC1727,UGC05459,[RC2]A1004+53,UZC100448+53200",152.042,53.083,10h 08m 10.08s,"+53° 05' 00.50""",3.79,0.72,5.25,13.19,12.57,31.55,0.45,66.44
41599,G,IC3474,"AGC007687,CGCG042-145,EVCC0842,FGC1453,IC3474,LGG287:[G93]011,MCG+01-32-091,PGC041599,RFGC2313,UGC07687,VCC1442,UZC123000+02560,[BFK2006]GEMS-N4636-16",188.152,2.661,12h 32m 36.50s,"+02° 39' 40.68""",2.26,0.39,5.77,14.57,,31.50,0.37,65.05
35991,G,UGC06594,"2MASXJ11373685+1633247,2MFGC09112,AGC006594,CGCG097-032,EGISJ113737.1+163322,EONJ174.412+16.549,FGC1285,HIPASSJ1137+16,KUG1135+168,MCG+03-30-027,NIBLES1328,PGC035991,RFGC2083,SDSSJ113737.05+163322.3,SDSSJ113737.06+163322.3,UGC06594,UZC113500+16500",174.404,16.556,11h 37m 37.02s,"+16° 33' 22.62""",2.14,0.39,5.45,14.75,,31.61,0.25,68.58
25308,G,UGC04719,"2MASXJ09003817+5040419,2MFGC07035,CGCG264-049,EGISJ090038.2+504042,EONJ135.159+50.678,FGC0822,IRAS08570+5052,LGG168:[G93]002,MCG+09-15-072,NIBLES0785,PGC025308,RFGC1467,SDSSJ090038.14+504042.3,SDSSJ090038.15+504042.4,SDSSJ090038.16+504042.1,SDSSJ090038.16+504042.2,UGC04719,UZC085706+50530",135.159,50.678,09h 00m 38.17s,"+50° 40' 42.26""",2.57,0.37,6.90,14.67,,34.40,0.21,247.87
41119,G,UGC07617,"2MASXJ12290630+4439186,2MFGC09840,CGCG244-023,EGISJ122906.2+443919,EONJ187.276+44.655,FGC1442,MCG+08-23-042,PGC041119,PGC2249094,RFGC2297,SDSSJ122906.24+443918.8,SDSSJ122906.24+443918.9,UGC07617",187.276,44.655,12h 29m 06.25s,"+44° 39' 18.79""",2.15,0.37,5.85,15.33,,35.09,0.15,340.43
67881,G,NGC7174,"6dFJ2202065-315934,ESO466-040,ESOLV4660400,HCG090:[ZM98]0001,HCG090:[ZM98]9801,HCG090:[dRC97]04d,HCG090D,IRAS21592-3214,LGG450:[G93]004,MCG-05-52-010,NGC7174,PGC067881,VV698:",330.528,-31.992,22h 02m 06.69s,"-31° 59' 32.07""",2.51,2.20,1.14,13.96,,32.87,0.42,122.47
