pgc,objtype,objname,alt_names,ra_deg,dec_deg,ra_readable,dec_readable,major_arcmin,minor_arcmin,axis_ratio_a_over_b,bt_mag,vt_mag,modbest,e_modbest,distance_mly
3518545,n,IC0424,IC0424,83.405,-0.413,05h 33m 37.19s,"-00° 24' 47.02""",119.95,119.95,1.00,,,,,
3518546,n,IC0425,IC0425,84.300,32.417,05h 37m 12.00s,"+32° 25' 00.01""",29.99,29.99,1.00,,,,,
3518547,n,IC0426,IC0426,84.129,-0.298,05h 36m 31.00s,"-00° 17' 53.99""",7.00,7.00,1.00,,,,,
3518551,n,IC0430,IC0430,84.627,-7.088,05h 38m 30.41s,"-07° 05' 15.00""",10.99,10.99,1.00,,,,,
3518552,n,IC0432,IC0432,85.229,-1.507,05h 40m 54.98s,"-01° 30' 24.01""",8.00,4.00,2.00,,,,,
3518553,n,IC0434,IC0434,85.250,-2.453,05h 40m 59.99s,"-02° 27' 11.99""",59.98,10.00,6.00,11.00,,,,
3518554,n,IC0439,IC0439,89.175,32.017,05h 56m 42.00s,"+32° 01' 00.01""",10.00,10.00,1.00,,,,,
3518555,n,IC0444,IC0444,95.275,23.100,06h 21m 06.01s,"+23° 06' 00.00""",8.00,4.00,2.00,,,,,
3518556,n,IC0446,"2MASSJ06310611+1027340,IC0446",97.775,10.460,06h 31m 06.10s,"+10° 27' 34.46""",5.00,4.00,1.25,,,,,
3518557,n,IC0447,IC0447,97.775,9.867,06h 31m 05.99s,"+09° 52' 00.01""",25.00,20.00,1.25,,,,,
3518558,n,IC0448,IC0448,98.187,7.388,06h 32m 44.99s,"+07° 23' 17.99""",15.00,10.00,1.50,,,,,
3518561,n,IC1274,IC1274,272.458,-23.648,18h 09m 50.00s,"-23° 38' 53.99""",6.00,5.00,1.20,,,,,
3518564,n,IC1305,IC1305,294.825,20.194,19h 39m 18.00s,"+20° 11' 39.98""",119.95,119.95,1.00,,,,,
3518565,n,IC1318A,IC1318A,304.150,41.817,20h 16m 36.01s,"+41° 49' 00.01""",50.00,20.00,2.50,,,,,
3518566,n,IC1318B,IC1318B,306.975,40.000,20h 27m 54.00s,"+40° 00' 00.00""",44.98,29.99,1.50,14.90,,,,
3518567,n,IC1340,IC1340,314.033,31.048,20h 56m 08.02s,"+31° 02' 53.99""",25.00,20.00,1.25,,,,,
3518569,n,IC1396,IC1396,324.725,57.489,21h 38m 53.99s,"+57° 29' 20.00""",169.82,139.96,1.21,,,,,
3518570,n,IC1396A,IC1396A,323.875,57.383,21h 35m 30.01s,"+57° 23' 00.02""",14.00,2.00,7.00,,,,,
3518571,n,IC1396B,IC1396B,323.625,57.467,21h 34m 30.00s,"+57° 28' 00.01""",11.99,4.00,3.00,,,,,
3518576,n,IC1795,IC1795,36.633,62.042,02h 26m 31.99s,"+62° 02' 30.01""",39.99,20.00,2.00,,,,,
3518577,n,IC1831,IC1831,41.000,63.010,02h 43m 59.99s,"+63° 00' 36.00""",119.95,119.95,1.00,,,,,
3518581,n,IC2087,IC2087,70.000,25.742,04h 40m 00.01s,"+25° 44' 31.99""",4.00,4.00,1.00,,,,,
3518589,n,IC2162,"2MASXJ06130651+1758545,2MFGC05013,IC2162",93.277,17.982,06h 13m 06.51s,"+17° 58' 54.62""",3.00,3.00,1.00,,,,,
3518590,n,IC2872,IC2872,172.067,-62.983,11h 28m 16.00s,"-62° 58' 59.99""",15.00,6.00,2.50,,,,,
3518591,n,IC2948,IC2948,174.771,-63.443,11h 39m 05.00s,"-63° 26' 35.99""",44.98,39.99,1.12,,,,,
3518593,n,IC4601,IC4601,245.075,-20.082,16h 20m 17.99s,"-20° 04' 54.01""",20.00,10.00,2.00,,,,,
3518594,n,IC4604,IC4604,246.387,-23.443,16h 25m 32.99s,"-23° 26' 35.99""",59.98,50.00,1.20,,,,,
3518595,n,IC4628,IC4628,254.250,-40.457,16h 56m 60.00s,"-40° 27' 24.01""",89.95,59.98,1.50,,,,,
3518598,n,IC4701,IC4701,274.000,-16.633,18h 16m 00.01s,"-16° 37' 59.99""",59.98,39.99,1.50,,,,,
3518599,n,IC4703,IC4703,274.500,-13.833,18h 18m 00.00s,"-13° 49' 59.99""",34.99,27.99,1.25,,,,,
3518600,n,IC4706,IC4706,274.900,-16.900,18h 19m 36.01s,"-16° 53' 60.00""",3.50,3.50,1.00,,,,,
3518601,n,IC4707,IC4707,274.975,-16.600,18h 19m 54.01s,"-16° 36' 00.00""",3.50,3.50,1.00,,,,,
3518602,n,IC4954,IC4954,301.188,29.253,20h 04m 45.01s,"+29° 15' 11.99""",3.00,3.00,1.00,,,,,
3518603,n,IC5067,IC5067,311.958,44.367,20h 47m 49.99s,"+44° 21' 59.98""",25.00,10.00,2.50,8.00,,,,
3518604,n,IC5068,IC5068,312.625,42.478,20h 50m 30.01s,"+42° 28' 41.99""",39.99,29.99,1.33,,,,,
3518605,n,IC5070,IC5070,312.750,44.402,20h 51m 00.00s,"+44° 24' 06.01""",59.98,50.00,1.20,8.00,,,,
3518606,n,IC5076,IC5076,313.887,47.395,20h 55m 32.99s,"+47° 23' 42.00""",8.99,7.00,1.29,,,,,
3518610,n,IC5146,IC5146,328.350,47.267,21h 53m 24.00s,"+47° 16' 00.01""",10.00,10.00,1.00,,,,,
3518611,n,IC5366,IC5366,359.417,52.792,23h 57m 40.00s,"+52° 47' 30.01""",29.99,29.99,1.00,,,,,
3518614,n,NGC1973,NGC1973,83.770,-4.732,05h 35m 04.81s,"-04° 43' 54.99""",5.00,5.00,1.00,7.00,,,,
3518616,n,NGC1982,"MESSIER043,NGC1982",83.880,-5.268,05h 35m 31.30s,"-05° 16' 03.00""",20.00,15.00,1.33,9.00,,,,
3518618,n,NGC2023,NGC2023,85.409,-2.259,05h 41m 38.24s,"-02° 15' 33.01""",10.00,10.00,1.00,,,,,
3518623,n,NGC6589,"IC4690,NGC6589",274.215,-19.778,18h 16m 51.71s,"-19° 46' 41.02""",5.00,3.00,1.67,,,,,
3518626,n,NGC6888,NGC6888,303.027,38.355,20h 12m 06.46s,"+38° 21' 18.00""",17.99,13.00,1.38,10.00,,,,
3518642,c,NGC1787,"LH015,NGC1787",75.025,-65.762,05h 00m 06.01s,"-65° 45' 42.01""",23.01,23.01,1.00,,10.90,,,
3464722,PG,SDSSJ101950.85+453208.6,"SDSSJ101950.82+453208.1,SDSSJ101950.85+453208.6",154.962,45.536,10h 19m 50.86s,"+45° 32' 08.64""",2.81,1.82,1.54,13.53,,30.78,1.15,46.78
3483348,PG,SDSSJ134622.00+435223.8,SDSSJ134622.00+435223.8,206.592,43.873,13h 46m 21.98s,"+43° 52' 23.98""",2.31,0.17,13.93,16.93,,32.97,0.40,128.24
3517582,n,NGC0896,NGC0896,36.366,62.019,02h 25m 27.85s,"+62° 01' 09.99""",10.00,10.00,1.00,,,,,
3517583,n,NGC1333,NGC1333,52.325,31.417,03h 29m 17.99s,"+31° 25' 00.01""",6.00,3.00,2.00,,,,,
3517683,?,NGC6914,NGC6914,306.180,42.483,20h 24m 43.16s,"+42° 28' 58.99""",3.00,3.00,1.00,,,,,
3517686,?,NGC6979,NGC6979,312.621,32.026,20h 50m 28.96s,"+32° 01' 34.51""",7.00,3.00,2.33,,,,,
3517765,p,NGC3587,"MESSIER097,NGC3587,SDSSJ111447.70+550108.7",168.699,55.019,11h 14m 47.70s,"+55° 01' 08.72""",2.83,2.83,1.00,11.60,9.90,,,
3517769,p,NGC4361,NGC4361,186.128,-18.784,12h 24m 30.76s,"-18° 47' 04.01""",2.10,2.10,1.00,10.30,10.90,,,
3517770,p,NGC5189,NGC5189,203.387,-65.974,13h 33m 32.90s,"-65° 58' 25.50""",2.33,2.33,1.00,10.30,,,,
3517795,p,NGC6720,"MESSIER057,NGC6720,RING_NEBULA_IN_LYRA",283.396,33.029,18h 53m 34.99s,"+33° 01' 45.00""",3.00,2.40,1.25,9.70,8.80,,,
3518467,c,IC1257,"2MASXJ17270839-0705350,IC1257",261.785,-7.093,17h 27m 08.49s,"-07° 05' 35.00""",5.00,5.00,1.00,,13.10,,,
3518497,p,IC5148,IC5148,329.896,-39.385,21h 59m 35.09s,"-39° 23' 06.00""",2.20,2.20,1.00,12.90,11.00,,,
3518499,c,IC0166,IC0166,28.092,61.853,01h 52m 22.01s,"+61° 51' 11.99""",8.00,8.00,1.00,,11.70,,,
3518500,c,IC0361,IC0361,64.711,58.249,04h 18m 50.62s,"+58° 14' 57.98""",7.00,7.00,1.00,,11.70,,,
3518501,c,IC1023,IC1023,218.105,-35.804,14h 32m 25.12s,"-35° 48' 13.00""",5.00,5.00,1.00,,,,,
3518503,c,IC1310,IC1310,302.504,34.968,20h 10m 00.98s,"+34° 58' 05.99""",3.00,3.00,1.00,,,,,
3518504,c,IC1311,IC1311,302.700,41.173,20h 10m 48.00s,"+41° 10' 23.99""",5.00,5.00,1.00,,13.10,,,
3518505,c,IC1369,IC1369,318.038,47.767,21h 12m 09.00s,"+47° 46' 00.01""",5.00,5.00,1.00,,8.80,,,
3518506,c,IC1434,IC1434,332.675,52.850,22h 10m 41.99s,"+52° 51' 00.00""",7.00,7.00,1.00,,9.00,,,
3518507,c,IC1442,IC1442,334.025,53.992,22h 16m 05.99s,"+53° 59' 29.98""",5.00,5.00,1.00,,9.10,,,
3518645,c,NGC2175,NGC2175,92.411,20.488,06h 09m 38.59s,"+20° 29' 17.99""",17.99,17.99,1.00,6.80,,,,
3518665,c,NGC4755,NGC4755,193.413,-60.362,12h 53m 39.01s,"-60° 21' 42.01""",10.00,10.00,1.00,,4.20,,,
3518680,c,IC0348,IC0348,56.142,32.163,03h 44m 34.12s,"+32° 09' 47.02""",10.00,10.00,1.00,,7.30,,,
3518682,c,IC2391,IC2391,130.075,-52.917,08h 40m 18.01s,"-52° 55' 00.01""",59.98,59.98,1.00,,2.60,,,
3518683,c,IC2602,IC2602,160.736,-64.394,10h 42m 56.53s,"-64° 23' 37.92""",100.00,100.00,1.00,,1.60,,,
3518684,c,IC4685,IC4685,272.322,-23.987,18h 09m 17.39s,"-23° 59' 13.99""",15.00,10.00,1.50,,,,,
3518685,n,IC0431,IC0431,85.058,-1.463,05h 40m 14.02s,"-01° 27' 47.99""",5.00,3.00,1.67,,,,,
3518686,n,IC0435,IC0435,85.750,-2.313,05h 43m 00.01s,"-02° 18' 46.01""",4.00,3.00,1.33,,,,,
3518687,n,IC1284,IC1284,274.415,-19.672,18h 17m 39.52s,"-19° 40' 18.98""",16.98,15.00,1.13,,,,,
3518688,n,IC1287,IC1287,277.858,-10.795,18h 31m 26.00s,"-10° 47' 42.00""",20.00,10.00,2.00,,,,,
3518689,n,IC1318,IC1318,305.558,40.257,20h 22m 14.02s,"+40° 15' 24.01""",50.00,29.99,1.67,,,,,
3518691,n,IC1851,IC1851,42.942,58.314,02h 51m 46.01s,"+58° 18' 52.02""",6.00,6.00,1.00,,,,,
3518692,n,IC1995,IC1995,57.577,25.581,03h 50m 18.49s,"+25° 34' 50.99""",134.90,134.90,1.00,,,,,
3518693,n,IC2177,IC2177,106.105,-10.454,07h 04m 25.28s,"-10° 27' 13.00""",20.00,20.00,1.00,,,,,
3518694,n,IC2220,IC2220,119.214,-59.125,07h 56m 51.29s,"-59° 07' 31.01""",5.00,5.00,1.00,,,,,
3518696,n,IC2944,IC2944,173.947,-63.019,11h 35m 47.31s,"-63° 01' 09.90""",39.99,20.00,2.00,4.50,,,,
3518697,n,IC4591,IC4591,243.075,-27.928,16h 12m 18.00s,"-27° 55' 40.01""",11.99,10.00,1.20,,,,,
3518698,n,IC4592,IC4592,242.998,-19.460,16h 11m 59.60s,"-19° 27' 34.99""",149.97,59.98,2.50,,,,,
3518699,n,IC4603,IC4603,246.350,-24.467,16h 25m 23.99s,"-24° 28' 00.01""",34.99,20.00,1.75,,,,,
3518700,n,IC4605,IC4605,247.552,-25.115,16h 30m 12.49s,"-25° 06' 52.99""",29.99,29.99,1.00,,,,,
3518701,n,IC4684,IC4684,272.286,-23.436,18h 09m 08.60s,"-23° 26' 08.99""",3.00,2.00,1.50,,,,,
3518702,n,IC4812,IC4812,285.265,-37.060,19h 01m 03.50s,"-37° 03' 37.01""",10.00,7.00,1.43,,,,,
3518643,?,NGC2042,"ESO056-163,LH089n,NGC2042",84.030,-68.917,05h 36m 07.30s,"-68° 55' 00.59""",8.99,8.99,1.00,,,,,
3523977,G,SDSSJ082834.34+065556.7,SDSSJ082834.34+065556.7,127.143,6.932,08h 28m 34.34s,"+06° 55' 56.71""",2.08,0.89,2.34,15.17,,40.15,0.02,3493.22
3535909,G,SDSSJ102724.35+413820.2,"SDSSJ102724.33+413821.3,SDSSJ102724.35+413820.2",156.851,41.639,10h 27m 24.35s,"+41° 38' 20.64""",2.78,2.07,1.34,10.74,,40.80,0.01,4718.74
3537201,PG,SDSSJ103441.24+111223.6,"SDSSJ103441.24+111223.6,SDSSJ103441.24+111224.3,SDSSJ103441.25+111224.3",158.672,11.207,10h 34m 41.26s,"+11° 12' 23.91""",2.17,0.27,8.13,15.91,,31.81,0.70,75.03
3538371,PG,SDSSJ104207.05+134500.8,SDSSJ104207.05+134500.8,160.529,13.750,10h 42m 07.05s,"+13° 45' 01.06""",3.71,0.46,8.04,15.51,,31.39,0.85,61.83
3538936,G,SDSSJ104805.07+394215.1,"SDSSJ104805.06+394215.1,SDSSJ104805.07+394215.1",162.021,39.704,10h 48m 05.07s,"+39° 42' 15.11""",2.88,1.10,2.63,14.67,,38.96,0.03,2016.63
3538956,G,SDSSJ104819.41+123745.8,SDSSJ104819.41+123745.8,162.081,12.629,10h 48m 19.41s,"+12° 37' 45.72""",4.05,0.89,4.53,14.71,,40.43,0.01,3979.48
3541857,PG,SDSSJ111440.89+124903.4,"SDSSJ111440.73+124903.5,SDSSJ111440.88+124902.8,SDSSJ111440.89+124902.9,SDSSJ111440.89+124903.3,SDSSJ111440.89+124903.4",168.670,12.818,11h 14m 40.86s,"+12° 49' 03.30""",2.19,1.19,1.85,22.04,,30.30,1.45,37.38
3542333,PG,SDSSJ111854.40+130621.7,SDSSJ111854.40+130621.7,169.727,13.106,11h 18m 54.42s,"+13° 06' 21.87""",3.48,1.25,2.78,13.71,,30.18,1.52,35.52
3543194,PG,SDSSJ112607.02+433512.3,"SDSSJ112607.02+433512.3,SDSSJ112607.03+433512.3",171.529,43.587,11h 26m 07.04s,"+43° 35' 12.17""",5.06,0.87,5.78,13.39,,30.78,1.13,46.78
3549217,PG,SDSSJ121555.47+130947.4,"SDSSJ121555.47+130947.4,SDSSJ121555.47+130948.0",183.981,13.163,12h 15m 55.47s,"+13° 09' 47.65""",4.51,0.97,4.62,13.33,,,,
3549868,PG,SDSSJ122315.07+112149.5,SDSSJ122315.07+112149.5,185.813,11.364,12h 23m 15.07s,"+11° 21' 49.58""",5.19,0.72,7.23,14.08,,31.81,0.69,75.03
3549871,PG,SDSSJ122320.09+112232.5,"SDSSJ122320.05+112232.2,SDSSJ122320.06+112232.2,SDSSJ122320.08+112232.5,SDSSJ122320.09+112232.5",185.834,11.376,12h 23m 20.07s,"+11° 22' 32.48""",6.78,0.54,12.62,20.73,,32.07,0.61,84.49
3549882,PG,SDSSJ122331.54+465927.4,"SDSSJ122331.54+465927.4,SDSSJ122331.55+465927.4",185.881,46.991,12h 23m 31.55s,"+46° 59' 27.52""",2.38,0.92,2.57,13.97,,30.60,1.21,43.02
3551022,PG,SDSSJ123745.44+114900.2,"SDSSJ123745.43+114900.3,SDSSJ123745.44+114900.2",189.439,11.817,12h 37m 45.43s,"+11° 49' 00.41""",3.13,1.07,2.92,13.78,,32.07,0.61,84.49
3743332,G,2MASXJ09315024+1955088,"2MASXJ09315024+1955088,SDSSJ093150.25+195508.4,SDSSJ093150.26+195508.5",142.959,19.919,09h 31m 50.25s,"+19° 55' 08.74""",3.71,0.74,5.04,18.93,,38.84,0.03,1913.49
3788843,PG,2MASXJ12260374+1306432,"2MASXJ12260374+1306432,SDSSJ122603.82+130643.6,SDSSJ122603.87+130643.7",186.516,13.112,12h 26m 03.81s,"+13° 06' 43.60""",2.82,1.04,2.71,13.51,,,,
3994928,PG,SDSSJ141606.29+352022.5,SDSSJ141606.29+352022.5,214.026,35.339,14h 16m 06.34s,"+35° 20' 22.14""",2.01,0.86,2.32,15.56,,33.80,0.28,187.68
3995097,PG,SDSSJ024623.93-002955.1,"SDSSJ024623.93-002954.9,SDSSJ024623.93-002955.1",41.600,-0.499,02h 46m 23.91s,"-00° 29' 54.95""",2.62,0.83,3.17,14.61,,31.64,0.76,69.38
3997929,G,SDSSJ092744.52+071937.2,SDSSJ092744.52+071937.2,141.936,7.327,09h 27m 44.57s,"+07° 19' 37.72""",2.15,1.08,2.00,14.69,,40.11,0.02,3431.04
3999132,PG,SDSSJ101822.27+412411.2,SDSSJ101822.27+412411.2,154.593,41.403,10h 18m 22.28s,"+41° 24' 10.90""",3.11,0.59,5.25,15.83,,30.40,1.65,39.27
4000953,G,SDSSJ113025.48+090917.6,"SDSSJ113025.48+090917.5,SDSSJ113025.48+090917.6",172.606,9.155,11h 30m 25.50s,"+09° 09' 17.75""",2.26,1.37,1.65,14.31,,38.62,0.03,1731.51
4002267,PG,SDSSJ121901.36+471524.9,SDSSJ121901.36+471524.9,184.756,47.257,12h 19m 01.35s,"+47° 15' 25.12""",2.91,0.72,4.02,15.14,,29.67,1.96,28.02
4004527,G,SDSSJ141755.60+352745.9,SDSSJ141755.60+352745.9,214.482,35.463,14h 17m 55.61s,"+35° 27' 45.60""",2.99,1.75,1.71,13.55,,37.40,0.05,982.71
4006886,G,SDSSJ162733.43+275317.5,"SDSSJ162733.43+275317.4,SDSSJ162733.43+275317.5",246.889,27.888,16h 27m 33.44s,"+27° 53' 17.57""",2.24,0.19,11.80,18.74,,38.96,0.03,2019.42
4011243,PG,SDSSJ115248.12+440737.4,SDSSJ115248.12+440737.4,178.200,44.127,11h 52m 48.08s,"+44° 07' 37.90""",2.33,2.15,1.08,14.00,,30.87,1.10,48.64
4074643,PG,SDSSJ095805.84+371719.0,SDSSJ095805.84+371719.0,149.524,37.289,09h 58m 05.85s,"+37° 17' 18.97""",2.85,0.82,3.48,14.12,,31.70,0.74,71.26
4134446,g,SDSSJ020334.64-092459.2,SDSSJ020334.64-092459.2,30.894,-9.416,02h 03m 34.65s,"-09° 24' 59.29""",2.21,1.14,1.95,14.54,,,,
4136232,G,SDSSJ024238.47-000143.9,"2MASSJ02423847-0001438,SDSSJ024238.47-000143.9",40.660,-0.029,02h 42m 38.46s,"-00° 01' 44.10""",2.15,0.80,2.68,15.18,,,,
4149114,S2,SDSSJ075624.51+114721.7,"2MASSJ07562450+1147218,SDSSJ075624.51+114721.7",119.102,11.789,07h 56m 24.54s,"+11° 47' 21.98""",2.51,1.16,2.16,15.30,,,,
4150654,g,SDSSJ075935.20+501916.6,SDSSJ075935.20+501916.6,119.897,50.321,07h 59m 35.24s,"+50° 19' 16.73""",2.98,1.02,2.91,14.22,,,,
4155572,g,SDSSJ080919.22-002422.0,"2MASSJ08091922-0024218,SDSSJ080919.22-002422.0",122.330,-0.406,08h 09m 19.22s,"-00° 24' 22.13""",2.11,1.81,1.16,13.70,,,,
4161441,S,SDSSJ081938.90+205650.4,SDSSJ081938.90+205650.4,124.912,20.947,08h 19m 38.90s,"+20° 56' 50.83""",2.00,0.88,2.27,14.30,,,,
4169150,g,SDSSJ083302.94+332803.6,SDSSJ083302.94+332803.6,128.262,33.468,08h 33m 02.92s,"+33° 28' 04.00""",2.23,1.66,1.34,14.33,,,,
4183438,g,SDSSJ085712.83+170548.7,SDSSJ085712.83+170548.7,134.303,17.097,08h 57m 12.83s,"+17° 05' 48.61""",3.72,1.29,2.89,13.14,,,,
4217492,g,SDSSJ095442.41+690338.2,SDSSJ095442.41+690338.2,148.677,69.061,09h 54m 42.39s,"+69° 03' 37.95""",3.78,0.34,11.02,17.02,,,,
4219508,g,SDSSJ095801.80+210123.8,SDSSJ095801.80+210123.8,149.507,21.023,09h 58m 01.80s,"+21° 01' 23.77""",2.42,1.67,1.45,13.49,,,,
4225769,S,SDSSJ100819.08+120322.4,SDSSJ100819.08+120322.4,152.079,12.056,10h 08m 19.08s,"+12° 03' 22.44""",4.06,1.22,3.33,13.13,,,,
4242959,g,SDSSJ103348.32+202041.7,SDSSJ103348.32+202041.7,158.451,20.345,10h 33m 48.35s,"+20° 20' 41.32""",2.37,1.91,1.24,13.69,,,,
4292705,g,SDSSJ114318.49+001045.1,SDSSJ114318.49+001045.1,175.827,0.179,11h 43m 18.49s,"+00° 10' 45.07""",2.58,0.08,30.48,17.07,,,,
4316147,PG,SDSSJ121242.68+105112.1,SDSSJ121242.68+105112.1,183.178,10.853,12h 12m 42.70s,"+10° 51' 12.21""",2.72,0.55,4.98,15.34,,,,
4318528,g,SDSSJ121542.15+104921.5,SDSSJ121542.15+104921.5,183.926,10.823,12h 15m 42.15s,"+10° 49' 21.03""",2.25,0.77,2.94,14.64,,,,
4319681,PG,SDSSJ121711.27+374518.3,SDSSJ121711.27+374518.3,184.297,37.755,12h 17m 11.25s,"+37° 45' 18.61""",3.24,0.92,3.53,14.55,,,,
4326002,PG,SDSSJ122541.45+071345.3,SDSSJ122541.45+071345.3,186.423,7.229,12h 25m 41.45s,"+07° 13' 45.54""",2.31,0.48,4.79,15.29,,,,
4332277,PG,SDSSJ123410.29+023923.1,SDSSJ123410.29+023923.1,188.543,2.656,12h 34m 10.30s,"+02° 39' 23.22""",3.50,1.57,2.22,13.08,,,,
4341629,PG,SDSSJ124716.29-024344.3,SDSSJ124716.29-024344.3,191.818,-2.729,12h 47m 16.28s,"-02° 43' 44.15""",3.07,0.68,4.51,14.53,,,,
4341659,G,SDSSJ124718.53-024322.9,SDSSJ124718.53-024322.9,191.827,-2.723,12h 47m 18.55s,"-02° 43' 22.91""",2.89,0.98,2.94,13.69,,,,
4345792,g,SDSSJ125313.04-033018.2,SDSSJ125313.04-033018.2,193.304,-3.505,12h 53m 13.05s,"-03° 30' 18.42""",2.97,1.14,2.62,13.86,,,,
4410817,g,SDSSJ141837.94+520420.1,SDSSJ141837.94+520420.1,214.658,52.072,14h 18m 37.90s,"+52° 04' 19.85""",2.24,0.74,3.05,14.42,,,,
4412537,S,SDSSJ142101.48+331958.7,"2MASSJ14210149+3319587,SDSSJ142101.48+331958.7",215.256,33.333,14h 21m 01.48s,"+33° 19' 59.25""",2.67,1.19,2.24,14.66,,,,
4427020,S,SDSSJ144004.95+072322.7,SDSSJ144004.95+072322.7,220.021,7.390,14h 40m 04.96s,"+07° 23' 22.73""",2.31,0.84,2.77,15.74,,,,
4431663,g,SDSSJ144617.60+094108.8,SDSSJ144617.60+094108.8,221.573,9.686,14h 46m 17.58s,"+09° 41' 08.92""",2.05,1.85,1.10,13.61,,,,
4455744,PG,SDSSJ151605.06+561614.7,"SDSSJ151605.06+561614.7,SDSSJ151605.06+561614.9",229.021,56.271,15h 16m 05.07s,"+56° 16' 14.86""",4.28,0.89,4.82,14.29,,30.18,1.48,35.52
4460343,G,SDSSJ152157.55+050452.3,SDSSJ152157.55+050452.3,230.490,5.081,15h 21m 57.55s,"+05° 04' 52.34""",2.03,0.51,4.02,15.65,,,,
4466953,g,SDSSJ153119.44+323300.5,SDSSJ153119.44+323300.5,232.831,32.550,15h 31m 19.41s,"+32° 33' 00.28""",2.61,0.92,2.84,14.70,,,,
4469223,g,SDSSJ153432.43+044639.4,SDSSJ153432.43+044639.4,233.635,4.778,15h 34m 32.43s,"+04° 46' 39.54""",2.83,1.70,1.66,12.71,,,,
4517724,g,SDSSJ171423.62+560845.3,SDSSJ171423.62+560845.3,258.598,56.146,17h 14m 23.62s,"+56° 08' 45.03""",2.32,1.82,1.28,14.55,,,,
4518109,S,SDSSJ171545.34+604214.7,SDSSJ171545.34+604214.7,258.939,60.704,17h 15m 45.36s,"+60° 42' 14.56""",2.36,1.63,1.45,14.32,,,,
4530290,S,SDSSJ083517.05+282830.8,"2MASSJ08351705+2828308,SDSSJ083517.05+282830.8",128.821,28.475,08h 35m 17.04s,"+28° 28' 31.03""",2.24,1.20,1.87,13.98,,,,
4530534,PG,2MASXJ14022821+5416256,"2MASXJ14022821+5416256,SDSSJ140228.22+541626.3",210.617,54.274,14h 02m 28.18s,"+54° 16' 25.96""",2.08,0.89,2.34,14.84,,,,
4530633,G,SDSSJ161534.10+192734.8,"2MASSJ16153410+1927352,SDSSJ161534.10+192734.8",243.892,19.460,16h 15m 34.11s,"+19° 27' 35.16""",2.23,0.77,2.91,14.83,,,,
4533092,PG,SDSSJ092547.56+112541.5,SDSSJ092547.56+112541.5,141.448,11.428,09h 25m 47.54s,"+11° 25' 41.36""",2.58,0.63,4.11,14.58,,,,
4534783,PG,SDSSJ104949.97+325848.3,SDSSJ104949.97+325848.3,162.458,32.980,10h 49m 49.95s,"+32° 58' 48.52""",2.29,0.99,2.32,13.49,,31.97,0.64,80.73
4534997,PG,SDSSJ110003.00+145028.4,SDSSJ110003.00+145028.4,165.012,14.841,11h 00m 02.99s,"+14° 50' 28.56""",2.43,1.50,1.62,13.71,,,,
4536746,G,SDSSJ120411.97+182641.1,"2MASSJ12041196+1826414,SDSSJ120411.97+182641.1",181.050,18.445,12h 04m 11.98s,"+18° 26' 41.17""",4.52,0.74,6.10,14.44,,,,
4536988,PG,SDSSJ121231.87+290958.7,"SDSSJ121231.86+290958.7,SDSSJ121231.87+290958.7",183.133,29.166,12h 12m 31.87s,"+29° 09' 58.81""",2.48,0.53,4.68,15.01,,33.87,0.27,193.48
4537210,PG,SDSSJ122117.80+113027.0,"SDSSJ122117.80+113026.9,SDSSJ122117.80+113027.0",185.324,11.507,12h 21m 17.78s,"+11° 30' 26.91""",3.44,1.04,3.30,13.57,,,,
4537211,PG,SDSSJ122118.35+113045.7,"SDSSJ122118.34+113045.7,SDSSJ122118.35+113045.7",185.326,11.513,12h 21m 18.36s,"+11° 30' 45.79""",3.99,0.62,6.43,14.25,,,,
4537793,PG,SDSSJ124508.23-002732.4,SDSSJ124508.23-002732.4,191.284,-0.459,12h 45m 08.24s,"-00° 27' 32.56""",7.59,0.53,14.42,14.00,,,,
4538426,G,SDSSJ131211.19+354024.4,"EGISJ131211.2+354024,EONJ198.047+35.673,SDSSJ131211.19+354024.3,SDSSJ131211.19+354024.4",198.047,35.673,13h 12m 11.19s,"+35° 40' 24.32""",4.26,0.62,6.82,14.26,,31.03,1.00,52.41
4538640,PG,SDSSJ132038.71+094710.0,"SDSSJ132038.71+094710.0,SDSSJ132038.71+094710.1,SDSSJ132038.72+094710.1",200.161,9.786,13h 20m 38.71s,"+09° 47' 10.28""",2.40,1.03,2.33,14.47,,31.32,0.89,59.96
4539731,PG,SDSSJ140229.44+541608.9,SDSSJ140229.44+541608.9,210.623,54.269,14h 02m 29.46s,"+54° 16' 08.97""",2.21,0.58,3.78,14.94,,,,
4539763,G,SDSSJ140327.61+092808.8,"SDSSJ140327.60+092808.8,SDSSJ140327.61+092808.8",210.865,9.469,14h 03m 27.62s,"+09° 28' 09.02""",2.05,0.29,7.19,16.05,,,,
4540117,G,SDSSJ141705.90+363431.2,"SDSSJ141705.90+363431.2,SDSSJ141705.90+363431.3",214.275,36.575,14h 17m 05.92s,"+36° 34' 31.45""",2.01,0.53,3.77,14.43,,,,
4544185,PG,SDSSJ122654.56+150309.4,"SDSSJ122654.55+150309.3,SDSSJ122654.56+150309.4",186.727,15.053,12h 26m 54.55s,"+15° 03' 09.34""",2.09,0.73,2.85,14.88,,,,
4544218,S,SDSSJ114320.70+001319.9,"GAMA609463,SDSSJ114320.70+001319.9",175.836,0.222,11h 43m 20.70s,"+00° 13' 20.02""",2.23,1.63,1.37,13.78,,,,
